Date,Water Area (km^2)
2017-06-16 08:00:00,3198.387679563429
2017-06-17 08:00:00,3234.591693697605
2017-06-18 08:00:00,3281.4579171410996
2017-06-19 08:00:00,3308.5216458557647
2017-06-20 08:00:00,3320.487256066952
2017-06-21 08:00:00,3330.5115579967173
2017-06-22 08:00:00,3360.8269369775644
2017-06-23 08:00:00,3443.1474417258414
2017-06-24 08:00:00,3525.606439414586
2017-06-25 08:00:00,3604.6690492454886
2017-06-26 08:00:00,3660.5810923631348
2017-06-27 08:00:00,3689.428415837246
2017-06-28 08:00:00,3716.0437619213103
2017-06-29 08:00:00,3736.517346188922
2017-06-30 08:00:00,3752.1967387001546
2017-07-01 08:00:00,3762.006057567366
2017-07-02 08:00:00,3774.36917644038
2017-07-03 08:00:00,3781.8420698439086
2017-07-04 08:00:00,3788.887105157169
2017-07-05 08:00:00,3790.6550062255224
2017-07-06 08:00:00,3790.067904292317
2017-07-07 08:00:00,3788.8564145738305
2017-07-08 08:00:00,3786.1879515132136
2017-07-09 08:00:00,3785.2129135135815
2017-07-10 08:00:00,3784.145094377494
2017-07-11 08:00:00,3783.8499515105286
2017-07-12 08:00:00,3779.0152523517163
2017-07-13 08:00:00,3774.631280046634
2017-07-14 08:00:00,3770.472345385412
2017-07-15 08:00:00,3765.0234813377238
2017-07-16 08:00:00,3753.9224220790416
2017-07-17 08:00:00,3743.419713565814
2017-07-18 08:00:00,3735.5396859525317
2017-07-19 08:00:00,3724.017475974367
2017-07-20 08:00:00,3712.4175220496563
2017-07-21 08:00:00,3698.828630899157
2017-07-22 08:00:00,3684.1782547608213
2017-07-23 08:00:00,3666.4648706126204
2017-07-24 08:00:00,3637.9778866923493
2017-07-25 08:00:00,3623.2190473622613
2017-07-26 08:00:00,3605.099145911193
2017-07-27 08:00:00,3580.104458585871
2017-07-28 08:00:00,3556.244552316855
2017-07-29 08:00:00,3532.9152261152744
2017-07-30 08:00:00,3518.841848209384
2017-07-31 08:00:00,3501.617679524544
2017-08-01 08:00:00,3503.332776475765
2017-08-02 08:00:00,3495.8477388837114
2017-08-03 08:00:00,3478.4407326163505
2017-08-04 08:00:00,3452.981021733299
2017-08-05 08:00:00,3422.799463590295
2017-08-06 08:00:00,3386.6799372910646
2017-08-07 08:00:00,3329.7233486059963
2017-08-08 08:00:00,3281.3988771977756
2017-08-09 08:00:00,3254.692155109995
2017-08-10 08:00:00,3189.480263462398
2017-08-11 08:00:00,3132.6022615799884
2017-08-12 08:00:00,3071.069462244939
2017-08-13 08:00:00,3057.4958545025042
2017-08-14 08:00:00,3113.5462943976718
2017-08-15 08:00:00,3175.4982865538477
2017-08-16 08:00:00,3238.0607765721925
2017-08-17 08:00:00,3279.4923864314746
2017-08-18 08:00:00,3300.3214487549944
2017-08-19 08:00:00,3300.5503412371568
2017-08-20 08:00:00,3295.238266312503
2017-08-21 08:00:00,3285.3898673829217
2017-08-22 08:00:00,3265.250609681261
2017-08-23 08:00:00,3233.98663108098
2017-08-24 08:00:00,3198.2311930114934
2017-08-25 08:00:00,3153.661976309413
2017-08-26 08:00:00,3101.6883090280276
2017-08-27 08:00:00,3042.7445480682154
2017-08-28 08:00:00,2989.329442346789
2017-08-29 08:00:00,2940.190046110588
2017-08-30 08:00:00,2893.054073163476
2017-08-31 08:00:00,2845.5193108044555
2017-09-01 08:00:00,2790.409175747157
2017-09-02 08:00:00,2733.830153589493
2017-09-03 08:00:00,2683.4704236015605
2017-09-04 08:00:00,2643.3077561531895
2017-09-05 08:00:00,2608.6331458362683
2017-09-06 08:00:00,2591.269385871863
2017-09-07 08:00:00,2572.655105714401
2017-09-08 08:00:00,2558.2705976276457
2017-09-09 08:00:00,2549.262446871292
2017-09-10 08:00:00,2544.197310136223
2017-09-11 08:00:00,2532.4234306351127
2017-09-12 08:00:00,2519.1268446810855
2017-09-13 08:00:00,2507.3475774535427
2017-09-14 08:00:00,2490.5025272306334
2017-09-15 08:00:00,2459.021257076079
2017-09-16 08:00:00,2429.554236057824
2017-09-17 08:00:00,2393.2502147739624
2017-09-18 08:00:00,2353.8796794470722
2017-09-19 08:00:00,2324.260797348333
2017-09-20 08:00:00,2295.6268876716367
2017-09-21 08:00:00,2258.3969578260662
2017-09-22 08:00:00,2229.317660028537
2017-09-23 08:00:00,2212.199329972102
2017-09-24 08:00:00,2192.284515252808
2017-09-25 08:00:00,2175.4818468267363
2017-09-26 08:00:00,2156.814942943345
2017-09-27 08:00:00,2133.2367734160844
2017-09-28 08:00:00,2102.5820869055765
2017-09-29 08:00:00,2087.570268692778
