X,Y,Emergence days
386242.7797,3213932.827275,209
386304.104575,3214381.184775,210
386331.818475,3167593.69585,243
386353.0249,3231165.7704666667,479
386353.479575,3214193.059775,210
386354.1188666667,3229678.6596333333,11
386367.174025,3222144.547425,161
386384.5058,3169002.354325,243
386418.5105,3234349.1496,266
386425.25,3215099.0,212
386425.8211333333,3228815.8306333334,546
386438.12815,3221469.17075,265
386445.2165999999,3216244.6003,210
386457.96685,3221880.092675,237
386474.75,3213864.25,213
386488.512675,3215666.61355,211
386493.125,3214672.625,211
386509.884025,3230179.967675,329
386544.1502333333,3221669.9653666667,272
386577.987975,3214415.527725,211
386594.1534666666,3233321.0277,264
386597.9912666667,3222263.5114,8
386613.612975,3214192.652725,212
386699.812625,3216190.1745,211
386708.2427333333,3221965.414233333,112
386719.0605,3230658.4934250005,270
386722.6295,3229290.27235,492
386750.41136666667,3221630.5761,276
386762.21935,3221373.795775,272
386770.00296666665,3233830.9123666664,402
386778.000625,3216647.045825,210
386831.687425,3231138.9854750005,444
386909.8635,3230088.4806333333,262
386929.13745,3221792.53375,406
386954.9168,3232559.1725,771
386981.76365,3231720.71505,410
387020.9380333333,3229748.6107666665,318
387035.1863750001,3216559.8191,210
387038.27406666667,3221355.16,274
387078.4141,3230562.315133333,275
387112.2987,3168712.581125,243
387114.33516666666,3230300.1856333334,267
387179.209775,3233001.689,257
387180.5459,3216989.9069000003,210
387210.1273666667,3233880.1867333334,413
387224.852425,3170103.811,243
387242.653225,3221550.535025,266
387243.36833333335,3232209.5786,376
387263.052,3231002.307466667,271
387323.0768666666,3230710.6585000004,273
387393.1639333333,3229729.425633333,173
387397.3581666667,3233419.4398,261
387435.66290000005,3216871.41495,208
387437.64756666665,3221686.8282333333,361
387503.780025,3231348.8474250003,270
387506.651125,3230153.735975,281
387537.347,3225578.647325,159
387540.2128,3230558.6152333333,271
387576.72855,3225225.4110000003,242
387589.064175,3217327.6434,210
387615.8331,3224952.1207333338,247
387723.024975,3221722.6649750005,262
387770.6066333333,3233391.0144,238
387772.5582333333,3225640.421366667,322
387816.5149,3232781.4694333337,495
387829.1109,3217193.128025,207
387835.5921,3231696.117,268
387853.344975,3232264.030425,418
387865.4642,3230630.0624666666,409
387894.547925,3224903.365275,258
387906.10986666667,3225499.1645666664,95
387906.698,3230952.877466667,265
387918.555425,3225250.0701750005,252
387966.0144666666,3230060.019333333,112
387970.1061,3171262.194475,243
387973.666725,3169769.0311,243
387983.9378,3217680.8691,208
388014.4246,3221805.509366667,271
388049.61596666666,3233035.5235666665,328
388112.696775,3222040.1039250004,231
388123.5116333333,3230362.3567,381
388148.5683666666,3224864.382833333,246
388190.029075,3225519.905475,385
388200.940975,3217539.8143,207
388258.3266333334,3231035.470666667,386
388262.7941,3222360.017225,558
388287.17915,3225238.5020000003,256
388330.6340333333,3225003.9598,259
388367.6371666666,3222642.9681,441
388369.53105,3218044.5022,210
388411.86602500005,3231452.6862,263
388449.223375,3221960.334225,270
388462.7499,3222234.268433334,434
388484.0172,3232243.6393666663,415
388528.683125,3172523.479225,242
388546.27925,3225541.654275,278
388554.4786333333,3222720.174966667,244
388568.45495,3217891.7344,207
388572.06905,3230560.01815,392
388580.5781666667,3225281.0854666666,250
388622.510375,3233053.2374,206
388632.261,3222278.392866667,362
388673.406975,3222981.919775,258
388688.4265333333,3231844.5774000003,222
388691.48816666665,3222582.779033333,265
388695.8215,3222408.4457,222
388720.5519,3170886.283825,240
388761.60145,3222039.604975,268
388762.0379333333,3230017.3994333334,188
388763.96765,3218398.316,206
388788.79503333336,3232529.5572333336,182
388841.34996666666,3225857.4266333333,180
388854.3333333333,3222593.6666666665,263
388858.6666666667,3222419.333333333,229
388882.7888,3221811.2104333336,274
388886.940675,3223250.157575,372
388887.399925,3225581.582075,160
388956.23762500007,3218220.025075,208
388973.542925,3222754.675325,267
388984.1582333334,3222356.373533333,268
388990.0444666667,3222186.6573000005,371
388995.0074666667,3226182.1179000004,70
388995.28513333335,3231182.719,260
388998.1491666666,3226791.8585,28
389018.8508333333,3230812.8197333333,270
389083.819,3227523.705266667,23
389084.670575,3225907.06705,117
389096.826275,3173778.499175,243
389110.05555,3223528.390625,371
389113.74306666665,3222487.8783333334,230
389134.0956666667,3225644.094766666,238
389155.5212,3226306.0313666663,86
389158.37343333336,3223124.7032666667,270
389160.58683333336,3222907.8401,270
389164.065,3226532.523666667,39
389172.98115,3218735.6960000005,203
389191.428725,3221791.052300001,270
389201.818675,3172146.955875,239
389234.3904,3232409.8452000003,330
389262.3516666666,3228786.796033333,11
389265.99015,3227040.4672250003,26
389277.911775,3222134.1564,268
389284.5052333333,3229509.6854333333,123
389293.006225,3231895.87675,262
389296.372675,3223831.6761000003,267
389317.5976,3225968.8365,142
389321.7404666666,3231356.4148,271
389328.776125,3230060.80075,329
389339.938875,3222493.5693,234
389340.5628333333,3226195.7865,492
389353.929375,3233238.422425,322
389355.3554666667,3222789.342466667,372
389358.48485,3218531.4678,206
389360.93545,3225549.053875,262
389363.791925,3223311.29795,271
389375.34246666665,3226663.961066667,24
389407.3804666667,3230598.124533333,272
389464.199925,3224152.74805,270
389488.186625,3227945.1599,153
389509.0061666667,3232717.7734333333,342
389521.906775,3225864.09815,407
389546.3149,3223498.2783666663,275
389554.05825,3222992.86285,243
389572.0844666667,3226547.446833333,297
389590.4638,3226227.011175,268
389592.482275,3219057.6281250003,206
389604.392775,3223760.2985,273
389605.274725,3224481.6105,260
389614.61216666666,3225452.400866667,268
389615.68493333337,3225251.2554333336,261
389631.5627333333,3228886.3922,90
389648.5334,3227087.7397000003,78
389670.663475,3173417.82055,241
389691.200025,3224829.046775,246
389692.58026666666,3224030.2155333334,273
389712.4367333334,3231211.9073666665,497
389741.9670333334,3225790.212166667,101
389751.8907333333,3225120.349,187
389761.570325,3223282.8164,268
389764.91865,3218836.602975,208
389771.0459333333,3225575.1587,262
389774.5110333334,3230823.516366666,458
389809.62675,3229375.006825,216
389821.7178666667,3226176.2979666665,277
389862.3413333333,3225939.1317,345
389867.5569,3226695.308475,297
389868.7583666667,3223693.0799,268
389871.5515333333,3230089.6183666666,230
389873.96685,3174914.493675,242
389928.9027,3223485.092366666,269
389938.4066333333,3228691.9092,72
389940.4996,3225148.768566666,276
389942.9952,3232675.0582333333,329
389943.8085,3224773.150733333,263
389950.37353333336,3228316.9015,51
389965.2723666667,3225519.030966667,358
389969.5418333334,3226339.0152333328,277
390000.955975,3231895.739825,497
390006.233875,3227442.49455,376
390036.1110333333,3225905.7479666662,328
390040.18686666666,3229779.4042666666,232
390041.3559666667,3231430.7519666664,504
390045.8864,3225326.5373333334,346
390047.46715,3219321.632825,206
390052.298775,3233560.844775,418
390055.5949,3224956.6547333337,270
390135.1261666667,3232329.518166667,328
390184.332775,3230508.538275,381
390199.314,3219096.13995,208
390202.9446,3233025.9770666664,260
390203.141125,3225678.6211,252
390232.086,3226171.407325,260
390236.6017666667,3226759.7304,275
390268.78636666667,3224952.4086,269
390275.8873,3225310.035466667,353
390315.4337,3228160.442433333,40
390352.617,3229058.1074499995,192
390383.69196666667,3225128.020566667,257
390384.69916666666,3225466.7917333334,35
390390.7651,3227057.3504333333,289
390403.70675,3174548.1823,241
390429.9335666667,3227768.641133333,168
390443.1441,3226470.7560666665,266
390446.75490000006,3231258.7208,473
390476.9773,3229796.9876666665,261
390514.30953333335,3230886.391366666,378
390516.945675,3225900.87495,362
390536.483325,3219525.202175,205
390567.0467333333,3230116.719566666,373
390583.6796666667,3232301.5509,340
390608.03050000005,3225481.4990666662,31
390610.9076333333,3225115.667666666,136
390615.889075,3175952.711975,243
390641.57396666665,3233002.862766667,265
390666.7514,3219294.069775,207
390680.21433333337,3229488.9831333333,223
390689.3950500001,3231897.397775,381
390698.4683666666,3225679.950966667,37
390722.986825,3228527.947275,29
390726.4343,3225312.3899000003,354
390747.7819,3226389.429366667,267
390749.38573333336,3231477.379133334,376
390757.0045,3233919.196775,357
390807.0613,3226111.8134666667,304
390812.76696666674,3227738.5516,151
390830.17806666665,3232623.9766666666,415
390892.6412666666,3233374.646366667,266
390915.6991333333,3225728.705266667,39
390927.9498666667,3230235.673166666,346
390943.762275,3227089.539325,273
390952.4475666666,3226596.8442,274
390959.0705666666,3225287.7016,362
390977.19066666666,3228101.5143,74
391035.572275,3219696.688775,204
391053.29493333335,3227547.5043,323
391053.40185,3230796.381775,243
391057.8975333333,3225505.565066667,448
391066.25270000007,3229465.9304000004,667
391107.597725,3225962.134475,209
391117.4267333333,3231343.9203333333,419
391124.255825,3177355.7587750005,242
391154.547675,3219418.512525,206
391188.17215,3175489.358475,241
391208.9074333333,3232598.5897666668,254
391258.670775,3176591.3589500003,242
391280.1709,3228977.6102500004,284
391281.69645,3178334.8894,243
391291.3515333333,3225445.815133333,270
391304.43953333335,3226490.414733333,279
391323.9207,3233332.6739666667,269
391346.687575,3232099.302825,272
391357.54183333326,3228146.7096,194
391367.5585,3179288.605325,243
391391.3871,3226201.1506666667,271
391397.1891,3229941.1664,353
391418.0556333333,3227086.5694,266
391420.07105,3180227.9588,244
391421.3172666666,3225809.3804,223
391437.6677666667,3231597.8730333336,263
391451.5827666666,3232935.503466667,267
391454.2383,3225607.130666667,294
391474.100375,3234279.7179,399
391512.0123666667,3226744.641233334,289
391534.51813333336,3228496.368566667,336
391550.44455,3219800.443975,203
391561.352,3230777.754966667,276
391590.25125,3227736.770925,276
391609.02173333336,3233692.090633333,265
391655.5571,3219485.549475,206
391675.8985333333,3225872.0648000003,297
391677.12395,3181112.3430500003,245
391705.28753333335,3230404.4988,270
391705.4449666667,3227321.736033333,274
391731.36605,3177521.128175,243
391749.197875,3178466.788075,243
391768.393875,3226148.4745,239
391775.0861,3229320.7726000003,221
391824.47355,3176071.934425,241
391844.1776,3232327.8137333333,268
391850.2818666667,3229719.7918,562
391857.6599,3179420.081825,244
391883.86945,3231300.2895,293
391915.37785,3226619.160925,530
391943.08395,3176805.372625,242
391952.0512,3180301.063025,245
391976.28685,3232923.856225,263
392078.89985,3219837.546225,209
392085.16726666666,3225745.7336,316
392099.396825,3228457.8941,241
392123.00566666666,3227917.758133333,343
392157.3149,3230342.0298,384
392158.25,3181068.0,245
392162.15425,3219510.364475,206
392166.2457,3227171.243875,431
392193.515575,3226009.48105,294
392197.5261666667,3234967.7676333333,408
392213.5351,3233676.100425,267
392217.75,3181844.75,244
392235.890375,3234412.10855,405
392241.964725,3225457.207725,301
392247.4574666666,3229964.028333333,382
392264.494025,3229107.583525,250
392281.668625,3231966.137575,265
392285.9196,3225147.8685666663,201
392321.802075,3223444.521875,212
392362.038675,3176335.22565,242
392403.597025,3226455.426975,513
392406.4646,3223918.41,213
392425.0315666667,3227656.314266667,235
392484.3121,3224940.6321250005,197
392498.802075,3223485.021875,224
392507.488225,3230797.656075,526
392522.831,3225511.1144666667,377
392530.05833333335,3232907.7684666663,440
392556.905375,3223840.55825,212
392570.2952,3223048.7541500004,212
392588.75,3181668.5,244
392608.495,3219847.3126,216
392621.403825,3225858.0217500003,300
392646.7203,3232487.9067333336,376
392670.1008,3219491.2018000004,207
392672.29825,3229679.6772,640
392673.19066666666,3225284.2167,259
392678.7080666667,3224447.3511,214
392700.916725,3177058.691575,242
392706.7952,3223196.00415,224
392710.4471666667,3223516.7192333336,416
392745.0489666667,3226264.4230000004,408
392763.790725,3226973.0441499995,372
392772.926275,3235044.5999,432
392778.92576666665,3224707.4081,190
392781.247575,3235750.923625,495
392782.5255,3233642.705933333,270
392788.5539666666,3231709.5646,367
392790.3136666667,3227773.2455333336,247
392831.555,3228853.1620666664,243
392835.11383333337,3223362.7192333336,416
392836.6299,3228330.351025,240
392840.230225,3223722.102825,417
392851.7976,3224304.100075,216
392853.1489,3233239.9605,397
392878.4069,3236376.8218666664,331
392902.1060666667,3231312.254666667,349
392955.4591,3224148.77705,215
392991.8338,3225792.168633333,320
393000.8512,3176653.204225,307
393022.163625,3234455.5404,267
393029.5285,3225336.6781,231
393044.75,3182470.25,244
393059.8598,3223968.4178666663,365
393061.86226666666,3224852.2314,204
393063.7897333333,3223372.4361666664,361
393072.03476666665,3232437.060733333,536
393095.136025,3222771.749725,214
393101.8635333334,3226342.0366666666,440
393108.39665,3230221.2641,281
393138.5339,3219838.538275,211
393148.6407333333,3229392.847033333,256
393149.4563,3223563.1103333333,359
393160.636025,3222986.499725,213
393178.1389,3219464.027325,209
393185.347725,3227511.223275,221
393217.59543333336,3236560.6096,372
393232.2723333333,3229033.0741666667,265
393246.5677333333,3226054.8237,378
393252.00923333335,3223215.716933334,498
393260.6474,3237008.4507666663,376
393266.0701,3233142.979066666,411
393306.9506333333,3235167.5930666663,352
393331.31895,3232030.97425,352
393350.92065,3233911.938025,263
393356.0,3182218.75,245
393359.682025,3235707.2031,505
393368.294,3232759.941033333,81
393368.6665666667,3223940.674166667,449
393383.0962,3231286.4890666665,525
393385.7057,3224798.6283666664,252
393395.532325,3226784.395775001,232
393398.6758,3223681.3911,355
393404.3797,3228250.8105,554
393412.5675666667,3229694.7327,250
393473.8421666667,3236246.207866667,396
393475.49725,3224594.52035,210
393495.3463,3177469.141375,243
393508.9465333333,3225377.991466667,358
393514.0834333333,3227933.6167,373
393546.467975,3224395.799075,208
393562.0682333333,3230552.290033333,275
393580.2898,3233432.0362666664,515
393590.6153666666,3225827.622833333,365
393608.0,3224153.333333333,436
393624.3919666666,3230949.516633333,422
393628.1088333333,3231653.5573,525
393649.217625,3222600.500225,216
393658.00923333335,3223556.716933334,485
393660.9972666667,3235077.7768999995,337
393666.6666666667,3225073.0,361
393667.058225,3219813.00925,208
393681.256925,3223188.5377,407
393684.870675,3228709.571625,432
393685.4225,3219460.2043,209
393696.217625,3222829.500225,211
393727.849725,3227388.87815,217
393789.017225,3177095.8013250004,312
393807.977075,3237263.2032000003,523
393813.8427,3232477.6069249995,526
393822.299525,3234664.08685,272
393830.7326,3227877.5286666662,410
393870.1459666667,3235759.7983,484
393904.4229333334,3226596.5774666667,231
393919.1770666667,3226039.8893666663,364
393973.6666666667,3224140.6666666665,374
393975.2405,3229134.5241,375
393979.448275,3229746.8407999994,425
393993.6666666667,3223803.333333333,375
393995.481975,3236356.9571500006,385
394010.0497333333,3230322.2185333334,420
394020.4604666666,3235483.5448666667,452
394027.3671666667,3231695.5175666665,383
394027.84125,3183016.36045,244
394043.6666666667,3225088.333333333,439
394075.9302750001,3222464.621625,226
394091.28993333335,3230971.2817,385
394098.895875,3219853.64635,208
394122.73150000005,3228179.4385999995,373
394130.282225,3224847.076675,211
394135.1196,3232867.0647333334,383
394141.930275,3222682.621625,212
394144.711725,3219556.48905,207
394148.0,3223164.333333333,429
394149.6446,3234071.2595,342
394179.63565,3177986.748075,243
394183.8559333333,3232096.898933334,535
394189.5223,3233394.313825,510
394207.282225,3224634.076675,207
394210.4008,3227309.153066667,222
394239.2492,3219296.7767666667,408
394270.3804333333,3226867.2940333337,229
394283.3333333333,3224399.333333333,425
394283.8415666666,3225799.924666667,362
394293.3333333333,3223577.6666666665,414
394299.0,3222947.333333333,430
394309.8236333334,3230598.973033333,499
394333.0,3225355.0,489
