X,Y,Emergence days
384039.308675,3220666.4738,779
384050.875775,3221956.19285,380
384065.9304333334,3230161.3510333337,353
384065.9635333333,3231215.461233333,196
384085.0853666666,3221743.3585,442
384094.52175,3230702.5598250004,540
384095.4794333333,3220933.4226333336,909
384127.2083333333,3221288.0043,575
384127.5284,3221454.296266667,548
384156.9365333333,3232876.9370000004,334
384177.125,3214709.375,397
384178.5,3212551.5,400
384184.9326666666,3232493.2127666664,422
384223.3879333334,3231832.802,183
384229.5,3212316.5,402
384246.3860333334,3221685.656200001,284
384269.8172666666,3221523.7817333336,547
384283.7970333334,3220975.4082333334,669
384285.128675,3215139.625225,397
384290.0040333333,3221187.9436333333,549
384298.0,3214327.75,398
384325.14017500007,3222363.079025,572
384335.7790666666,3221991.7016000003,409
384337.2562666666,3229886.3769666664,44
384351.375,3214707.125,397
384414.0395666666,3221451.2374333334,573
384422.413425,3215564.3105999995,398
384432.4006666667,3222144.7248333334,356
384434.5464000001,3221281.6913000005,562
384435.712,3221792.3418000005,415
384436.15210000006,3220069.349225,409
384453.3125333334,3220916.4324666667,511
384455.0,3214401.25,395
384463.011825,3220632.1368,443
384472.376225,3215098.54175,398
384491.657725,3215952.808625,397
384500.4627,3220212.74295,400
384516.8231666667,3221567.7911999994,330
384535.7266333333,3223570.006766666,365
384550.6968,3222493.5164,328
384555.8691666666,3222708.749533333,363
384559.513375,3231428.802775,369
384576.7762,3216330.711225,395
384588.0,3220357.6666666665,405
384593.253725,3232228.392475,32
384596.5513,3230588.0029666666,348
384615.804475,3215535.436875,395
384621.29775,3221151.457275,233
384660.0,3214014.375,399
384665.066825,3222268.8937,428
384674.4199,3216703.1186,396
384677.3734666666,3223098.3669,358
384687.2342666667,3221866.5804333333,376
384687.2902,3215937.66505,395
384690.4770333333,3221549.127633333,374
384724.9646,3212907.9714,400
384726.7802,3219841.08405,405
384735.9217,3222728.6809666664,422
384762.18359999993,3221375.1621333337,365
384763.0,3214144.125,393
384766.63095,3216316.808725,394
384777.4053666666,3222031.801333334,450
384777.455575,3217041.400775,396
384798.5957,3221711.590433333,378
384823.325725,3212643.051,402
384826.864325,3219555.198825,405
384839.6406,3222887.585233333,256
384845.953725,3216688.81045,394
384849.865275,3230065.54245,490
384858.0035666667,3230926.5021666666,347
384859.525175,3217395.59595,395
384866.289075,3219971.074825,397
384880.791775,3223334.524825,347
384906.6893,3219240.26,404
384916.754725,3217768.7823750004,397
384920.881675,3222462.9828,2
384937.50140000007,3217048.382125,394
384951.779625,3218149.9824250005,398
384957.062225,3218884.418775,402
384958.5506,3221345.110966666,373
384966.882625,3218528.305675,401
384992.859675,3219639.987975,396
385017.1419,3221703.8450666666,401
385019.575525,3217413.787875,392
385025.7948,3222142.334025,413
385035.4366,3223750.568833334,347
385063.06795,3219286.78,396
385083.264175,3217787.3471250003,392
385086.5764333333,3223564.402966667,331
385105.3902333334,3221511.3311,380
385106.186675,3218916.2563499995,392
385118.77293333336,3221879.8268333334,369
385119.33885,3218165.9473,391
385125.64785,3218544.917075,392
385145.25,3213865.0,397
385175.818325,3231765.240375,351
385176.75,3214015.0,392
385225.5203,3213231.3039,401
385266.3241666667,3222258.2407000004,324
385314.9246,3221477.5705,120
385344.4873,3230306.283366666,528
385368.24395,3212947.592575,400
385399.9947,3222115.2984,254
385404.3957,3221870.8154,369
385434.212925,3230853.15795,347
385469.4318333333,3221623.9682,390
385562.892875,3214059.48235,392
385593.64925,3167864.0472000004,412
385595.297625,3213910.160775,396
385595.670025,3213435.726025,402
385604.8457333333,3222164.1656333334,485
385623.8924666666,3231365.5882000006,427
385678.3093333333,3221571.614833334,387
385722.869925,3221974.159625,354
385744.66136666667,3230136.0486333333,321
385802.304325,3213213.1404250003,400
385858.057375,3221745.3785500005,355
385943.3940250001,3213658.2208,406
385954.142875,3214240.85735,390
385965.0100666666,3222122.203933333,471
386006.6692333333,3234796.4990666662,419
386017.047625,3214080.285775,396
386056.76426666667,3230340.0294,569
386062.6892,3235189.543,351
386077.8922,3231427.372466667,329
386092.338525,3221956.1856750003,360
386113.996825,3221602.310125,361
386130.955875,3230770.3936,366
386167.3861,3213518.34885,399
386170.25,3215056.0,396
386209.14783333335,3221789.178133333,369
386228.58115,3215673.4949,396
386233.875,3214626.875,396
386242.7797,3213932.827275,406
386304.104575,3214381.184775,397
386331.818475,3167593.69585,412
386353.0249,3231165.7704666667,582
386353.479575,3214193.059775,398
386354.1188666667,3229678.6596333333,4
386367.174025,3222144.547425,292
386384.5058,3169002.354325,413
386418.5105,3234349.1496,511
386425.25,3215099.0,393
386425.8211333333,3228815.8306333334,541
386438.12815,3221469.17075,369
386445.2165999999,3216244.6003,397
386457.96685,3221880.092675,388
386474.75,3213864.25,399
386488.512675,3215666.61355,395
386493.125,3214672.625,394
386509.884025,3230179.967675,258
386544.1502333333,3221669.9653666667,355
386577.987975,3214415.527725,394
386594.1534666666,3233321.0277,353
386597.9912666667,3222263.5114,24
386613.612975,3214192.652725,398
386699.812625,3216190.1745,390
386708.2427333333,3221965.414233333,297
386719.0605,3230658.4934250005,344
386722.6295,3229290.27235,487
386750.41136666667,3221630.5761,350
386762.21935,3221373.795775,366
386770.00296666665,3233830.9123666664,622
386778.000625,3216647.045825,396
386831.687425,3231138.9854750005,517
386909.8635,3230088.4806333333,350
386929.13745,3221792.53375,414
386954.9168,3232559.1725,649
386981.76365,3231720.71505,420
387020.9380333333,3229748.6107666665,248
387035.1863750001,3216559.8191,392
387038.27406666667,3221355.16,372
387078.4141,3230562.315133333,348
387112.2987,3168712.581125,412
387114.33516666666,3230300.1856333334,346
387179.209775,3233001.689,327
387180.5459,3216989.9069000003,395
387210.1273666667,3233880.1867333334,444
387224.852425,3170103.811,412
387242.653225,3221550.535025,361
387243.36833333335,3232209.5786,551
387263.052,3231002.307466667,352
387323.0768666666,3230710.6585000004,353
387393.1639333333,3229729.425633333,167
387397.3581666667,3233419.4398,363
387435.66290000005,3216871.41495,392
387437.64756666665,3221686.8282333333,382
387503.780025,3231348.8474250003,350
387506.651125,3230153.735975,292
387537.347,3225578.647325,434
387540.2128,3230558.6152333333,390
387576.72855,3225225.4110000003,296
387589.064175,3217327.6434,395
387615.8331,3224952.1207333338,298
387723.024975,3221722.6649750005,343
387770.6066333333,3233391.0144,347
387772.5582333333,3225640.421366667,486
387816.5149,3232781.4694333337,416
387829.1109,3217193.128025,393
387835.5921,3231696.117,373
387853.344975,3232264.030425,580
387865.4642,3230630.0624666666,498
387894.547925,3224903.365275,334
387906.10986666667,3225499.1645666664,438
387906.698,3230952.877466667,351
387918.555425,3225250.0701750005,357
387966.0144666666,3230060.019333333,53
387970.1061,3171262.194475,413
387973.666725,3169769.0311,411
387983.9378,3217680.8691,395
388014.4246,3221805.509366667,375
388049.61596666666,3233035.5235666665,295
388112.696775,3222040.1039250004,382
388123.5116333333,3230362.3567,340
388148.5683666666,3224864.382833333,320
388190.029075,3225519.905475,419
388200.940975,3217539.8143,393
388258.3266333334,3231035.470666667,458
388262.7941,3222360.017225,504
388287.17915,3225238.5020000003,359
388330.6340333333,3225003.9598,334
388346.975575,3229687.193175,2
388367.6371666666,3222642.9681,593
388369.53105,3218044.5022,394
388411.86602500005,3231452.6862,386
388449.223375,3221960.334225,371
388462.7499,3222234.268433334,584
388484.0172,3232243.6393666663,412
388528.683125,3172523.479225,412
388546.27925,3225541.654275,352
388554.4786333333,3222720.174966667,318
388568.45495,3217891.7344,393
388572.06905,3230560.01815,415
388580.5781666667,3225281.0854666666,315
388622.510375,3233053.2374,307
388632.261,3222278.392866667,347
388673.406975,3222981.919775,333
388688.4265333333,3231844.5774000003,306
388691.48816666665,3222582.779033333,356
388695.8215,3222408.4457,298
388720.5519,3170886.283825,411
388761.60145,3222039.604975,357
388762.0379333333,3230017.3994333334,112
388763.96765,3218398.316,397
388788.79503333336,3232529.5572333336,327
388841.34996666666,3225857.4266333333,190
388854.3333333333,3222593.6666666665,344
388858.6666666667,3222419.333333333,302
388882.7888,3221811.2104333336,376
388886.940675,3223250.157575,398
388887.399925,3225581.582075,263
388956.23762500007,3218220.025075,393
388973.542925,3222754.675325,349
388984.1582333334,3222356.373533333,415
388990.0444666667,3222186.6573000005,393
388995.0074666667,3226182.1179000004,63
388995.28513333335,3231182.719,399
388998.1491666666,3226791.8585,24
389018.8508333333,3230812.8197333333,384
389083.819,3227523.705266667,18
389084.670575,3225907.06705,222
389096.826275,3173778.499175,412
389110.05555,3223528.390625,397
389113.74306666665,3222487.8783333334,371
389134.0956666667,3225644.094766666,290
389155.5212,3226306.0313666663,87
389158.37343333336,3223124.7032666667,365
389160.58683333336,3222907.8401,351
389164.065,3226532.523666667,35
389172.98115,3218735.6960000005,396
389191.428725,3221791.052300001,353
389201.818675,3172146.955875,411
389234.3904,3232409.8452000003,336
389262.3516666666,3228786.796033333,10
389265.99015,3227040.4672250003,22
389277.911775,3222134.1564,354
389284.5052333333,3229509.6854333333,94
389293.006225,3231895.87675,336
389296.372675,3223831.6761000003,362
389317.5976,3225968.8365,250
389321.7404666666,3231356.4148,359
389328.776125,3230060.80075,423
389339.938875,3222493.5693,375
389340.5628333333,3226195.7865,516
389353.929375,3233238.422425,343
389355.3554666667,3222789.342466667,386
389358.48485,3218531.4678,392
389360.93545,3225549.053875,387
389363.791925,3223311.29795,364
389375.34246666665,3226663.961066667,21
389407.3804666667,3230598.124533333,358
389464.199925,3224152.74805,372
389488.186625,3227945.1599,101
389509.0061666667,3232717.7734333333,338
389521.906775,3225864.09815,485
389546.3149,3223498.2783666663,371
389554.05825,3222992.86285,294
389572.0844666667,3226547.446833333,253
389590.4638,3226227.011175,375
389592.482275,3219057.6281250003,396
389604.392775,3223760.2985,377
389605.274725,3224481.6105,344
389614.61216666666,3225452.400866667,378
389615.68493333337,3225251.2554333336,380
389631.5627333333,3228886.3922,85
389648.5334,3227087.7397000003,61
389670.663475,3173417.82055,412
389691.200025,3224829.046775,285
389692.58026666666,3224030.2155333334,372
389712.4367333334,3231211.9073666665,567
389741.9670333334,3225790.212166667,100
389751.8907333333,3225120.349,204
389761.570325,3223282.8164,352
389764.91865,3218836.602975,392
389771.0459333333,3225575.1587,360
389774.5110333334,3230823.516366666,540
389809.62675,3229375.006825,286
389821.7178666667,3226176.2979666665,384
389862.3413333333,3225939.1317,593
389867.5569,3226695.308475,333
389868.7583666667,3223693.0799,366
389871.5515333333,3230089.6183666666,340
389873.96685,3174914.493675,412
389928.9027,3223485.092366666,361
389938.4066333333,3228691.9092,55
389940.4996,3225148.768566666,371
389942.9952,3232675.0582333333,329
389943.8085,3224773.150733333,366
389950.37353333336,3228316.9015,43
389965.2723666667,3225519.030966667,348
389969.5418333334,3226339.0152333328,369
390000.955975,3231895.739825,504
390006.233875,3227442.49455,485
390036.1110333333,3225905.7479666662,338
390040.18686666666,3229779.4042666666,312
390041.3559666667,3231430.7519666664,549
390045.8864,3225326.5373333334,346
390047.46715,3219321.632825,395
390052.298775,3233560.844775,400
390055.5949,3224956.6547333337,368
390135.1261666667,3232329.518166667,321
390184.332775,3230508.538275,454
390199.314,3219096.13995,391
390202.9446,3233025.9770666664,342
390203.141125,3225678.6211,307
390232.086,3226171.407325,359
390236.6017666667,3226759.7304,390
390268.78636666667,3224952.4086,369
390275.8873,3225310.035466667,206
390315.4337,3228160.442433333,32
390352.617,3229058.1074499995,133
390383.69196666667,3225128.020566667,173
390384.69916666666,3225466.7917333334,41
390390.7651,3227057.3504333333,416
390403.70675,3174548.1823,412
390429.9335666667,3227768.641133333,112
390443.1441,3226470.7560666665,386
390446.75490000006,3231258.7208,507
390476.9773,3229796.9876666665,333
390514.30953333335,3230886.391366666,380
390516.945675,3225900.87495,381
390536.483325,3219525.202175,395
390567.0467333333,3230116.719566666,356
390583.6796666667,3232301.5509,408
390608.03050000005,3225481.4990666662,30
390610.9076333333,3225115.667666666,33
390615.889075,3175952.711975,413
390641.57396666665,3233002.862766667,366
390666.7514,3219294.069775,394
390680.21433333337,3229488.9831333333,276
390689.3950500001,3231897.397775,386
390698.4683666666,3225679.950966667,33
390722.986825,3228527.947275,20
390726.4343,3225312.3899000003,24
390747.7819,3226389.429366667,376
390749.38573333336,3231477.379133334,381
390757.0045,3233919.196775,448
390807.0613,3226111.8134666667,449
390812.76696666674,3227738.5516,83
390830.17806666665,3232623.9766666666,447
390892.6412666666,3233374.646366667,373
390915.6991333333,3225728.705266667,32
390927.9498666667,3230235.673166666,517
390943.762275,3227089.539325,380
390952.4475666666,3226596.8442,392
390959.0705666666,3225287.7016,36
390977.19066666666,3228101.5143,61
391035.572275,3219696.688775,394
391053.29493333335,3227547.5043,305
391053.40185,3230796.381775,448
391057.8975333333,3225505.565066667,231
391066.25270000007,3229465.9304000004,651
391107.597725,3225962.134475,438
391117.4267333333,3231343.9203333333,422
391124.255825,3177355.7587750005,414
391154.547675,3219418.512525,395
391188.17215,3175489.358475,412
391208.9074333333,3232598.5897666668,379
391258.670775,3176591.3589500003,413
391280.1709,3228977.6102500004,198
391281.69645,3178334.8894,414
391291.3515333333,3225445.815133333,375
391304.43953333335,3226490.414733333,381
391323.9207,3233332.6739666667,372
391346.687575,3232099.302825,428
391357.54183333326,3228146.7096,163
391367.5585,3179288.605325,416
391391.3871,3226201.1506666667,571
391397.1891,3229941.1664,436
391418.0556333333,3227086.5694,385
391420.07105,3180227.9588,415
391421.3172666666,3225809.3804,335
391437.6677666667,3231597.8730333336,345
391451.5827666666,3232935.503466667,373
391454.2383,3225607.130666667,403
391474.100375,3234279.7179,455
391512.0123666667,3226744.641233334,367
391534.51813333336,3228496.368566667,348
391550.44455,3219800.443975,392
391561.352,3230777.754966667,368
391590.25125,3227736.770925,368
391609.02173333336,3233692.090633333,376
391655.5571,3219485.549475,394
391675.8985333333,3225872.0648000003,338
391677.12395,3181112.3430500003,414
391705.28753333335,3230404.4988,402
391705.4449666667,3227321.736033333,386
391731.36605,3177521.128175,414
391749.197875,3178466.788075,415
391768.393875,3226148.4745,385
391775.0861,3229320.7726000003,313
391824.47355,3176071.934425,413
391844.1776,3232327.8137333333,373
391850.2818666667,3229719.7918,546
391857.6599,3179420.081825,414
391883.86945,3231300.2895,452
391915.37785,3226619.160925,510
391943.08395,3176805.372625,413
391952.0512,3180301.063025,414
391976.28685,3232923.856225,371
392078.89985,3219837.546225,388
392085.16726666666,3225745.7336,495
392099.396825,3228457.8941,417
392123.00566666666,3227917.758133333,420
392157.3149,3230342.0298,372
392158.25,3181068.0,413
392162.15425,3219510.364475,395
392166.2457,3227171.243875,729
392193.515575,3226009.48105,450
392197.5261666667,3234967.7676333333,405
392213.5351,3233676.100425,376
392217.75,3181844.75,413
392235.890375,3234412.10855,468
392241.964725,3225457.207725,448
392247.4574666666,3229964.028333333,239
392264.494025,3229107.583525,436
392281.668625,3231966.137575,415
392285.9196,3225147.8685666663,318
392321.802075,3223444.521875,391
392362.038675,3176335.22565,412
392403.597025,3226455.426975,522
392406.4646,3223918.41,391
392425.0315666667,3227656.314266667,336
392484.3121,3224940.6321250005,409
392498.802075,3223485.021875,409
392507.488225,3230797.656075,637
392522.831,3225511.1144666667,562
392530.05833333335,3232907.7684666663,504
392556.905375,3223840.55825,390
392570.2952,3223048.7541500004,389
392588.75,3181668.5,413
392608.495,3219847.3126,444
392621.403825,3225858.0217500003,497
392646.7203,3232487.9067333336,428
392670.1008,3219491.2018000004,395
392672.29825,3229679.6772,563
392673.19066666666,3225284.2167,393
392678.7080666667,3224447.3511,386
392700.916725,3177058.691575,414
392706.7952,3223196.00415,410
392710.4471666667,3223516.7192333336,637
392745.0489666667,3226264.4230000004,502
392763.790725,3226973.0441499995,580
392772.926275,3235044.5999,519
392778.92576666665,3224707.4081,355
392781.247575,3235750.923625,397
392782.5255,3233642.705933333,387
392788.5539666666,3231709.5646,456
392790.3136666667,3227773.2455333336,336
392831.555,3228853.1620666664,362
392835.11383333337,3223362.7192333336,689
392836.6299,3228330.351025,354
392840.230225,3223722.102825,640
392851.7976,3224304.100075,391
392853.1489,3233239.9605,489
392878.4069,3236376.8218666664,597
392902.1060666667,3231312.254666667,431
392955.4591,3224148.77705,391
392991.8338,3225792.168633333,506
393000.8512,3176653.204225,392
393022.163625,3234455.5404,382
393029.5285,3225336.6781,475
393044.75,3182470.25,413
393059.8598,3223968.4178666663,637
393061.86226666666,3224852.2314,326
393063.7897333333,3223372.4361666664,407
393072.03476666665,3232437.060733333,388
393095.136025,3222771.749725,390
393101.8635333334,3226342.0366666666,535
393108.39665,3230221.2641,434
393138.5339,3219838.538275,401
393148.6407333333,3229392.847033333,367
393149.4563,3223563.1103333333,406
393160.636025,3222986.499725,391
393178.1389,3219464.027325,396
393185.347725,3227511.223275,330
393217.59543333336,3236560.6096,382
393232.2723333333,3229033.0741666667,382
393246.5677333333,3226054.8237,328
393252.00923333335,3223215.716933334,550
393260.6474,3237008.4507666663,376
393266.0701,3233142.979066666,381
393306.9506333333,3235167.5930666663,369
393331.31895,3232030.97425,345
393350.92065,3233911.938025,376
393356.0,3182218.75,410
393359.682025,3235707.2031,449
393368.294,3232759.941033333,71
393368.6665666667,3223940.674166667,575
393383.0962,3231286.4890666665,532
393385.7057,3224798.6283666664,393
393395.532325,3226784.395775001,354
393398.6758,3223681.3911,401
393404.3797,3228250.8105,580
393412.5675666667,3229694.7327,342
393473.8421666667,3236246.207866667,416
393475.49725,3224594.52035,390
393495.3463,3177469.141375,414
393508.9465333333,3225377.991466667,408
393514.0834333333,3227933.6167,408
393546.467975,3224395.799075,388
393562.0682333333,3230552.290033333,381
393580.2898,3233432.0362666664,552
393590.6153666666,3225827.622833333,433
393608.0,3224153.333333333,595
393624.3919666666,3230949.516633333,470
393628.1088333333,3231653.5573,414
393649.217625,3222600.500225,395
393658.00923333335,3223556.716933334,577
393660.9972666667,3235077.7768999995,351
393666.6666666667,3225073.0,506
393667.058225,3219813.00925,393
393681.256925,3223188.5377,481
393684.870675,3228709.571625,606
393685.4225,3219460.2043,394
393696.217625,3222829.500225,391
393727.849725,3227388.87815,341
393789.017225,3177095.8013250004,449
393807.977075,3237263.2032000003,549
393813.8427,3232477.6069249995,514
393822.299525,3234664.08685,373
393830.7326,3227877.5286666662,577
393870.1459666667,3235759.7983,411
393904.4229333334,3226596.5774666667,360
393919.1770666667,3226039.8893666663,412
393973.6666666667,3224140.6666666665,532
393975.2405,3229134.5241,384
393979.448275,3229746.8407999994,585
393993.6666666667,3223803.333333333,550
393995.481975,3236356.9571500006,409
394010.0497333333,3230322.2185333334,456
394020.4604666666,3235483.5448666667,426
394027.3671666667,3231695.5175666665,387
394027.84125,3183016.36045,412
394043.6666666667,3225088.333333333,537
394075.9302750001,3222464.621625,438
394091.28993333335,3230971.2817,394
394098.895875,3219853.64635,394
394122.73150000005,3228179.4385999995,679
394130.282225,3224847.076675,389
394135.1196,3232867.0647333334,73
394141.930275,3222682.621625,391
394144.711725,3219556.48905,395
394148.0,3223164.333333333,476
394149.6446,3234071.2595,443
394179.63565,3177986.748075,414
394183.8559333333,3232096.898933334,532
394189.5223,3233394.313825,535
394207.282225,3224634.076675,386
394210.4008,3227309.153066667,455
394239.2492,3219296.7767666667,543
394270.3804333333,3226867.2940333337,360
394283.3333333333,3224399.333333333,559
394283.8415666666,3225799.924666667,410
