X,Y,Emergence days
367487.34545,3195016.9819750004,494
367564.79995,3195381.1859500003,491
367675.954425,3195044.3771,492
367748.1101,3195313.9107,495
367788.12555,3194687.377225,494
367947.47915,3195658.901375,488
367955.123775,3194805.63505,491
368104.22975,3193253.5474,753
368109.552025,3195558.5791,494
368237.74725,3194380.475325,495
368273.21175,3193095.697075,494
368311.7087,3195967.5066,484
368408.46695,3193548.6947250003,763
368427.123775,3194492.38505,492
368458.566775,3196411.232725,478
368476.70195,3196904.7042,591
368489.668225,3195906.902875,494
368495.7372,3193943.147325,760
368555.771125,3197379.861275,606
368582.339925,3193436.31985,494
368637.309125,3196397.82255,492
368677.4199,3196888.854975,491
368692.378175,3193946.122775,493
368712.19345,3197839.5206250004,489
368752.417225,3197348.649475,491
368882.638575,3197791.34755,492
368907.8531,3198295.0046,481
369094.1101,3198237.4729250004,491
369142.003875,3198727.0654,463
369354.745325,3198640.101075,491
369421.25915,3199131.94485,608
369635.9125,3199028.233475,490
369717.2541,3199537.54715,493
369920.433825,3199449.5464000003,492
370005.20822500007,3199946.9432,493
370216.334925,3199856.0436000004,526
370287.9593,3200355.0688,489
370517.53015,3200243.3262500004,536
370587.26585,3200749.95665,493
370831.390075,3200618.7876750003,507
370935.607575,3201091.7411,489
371183.584125,3200930.8092,488
371329.60775,3201368.11345,491
371549.539175,3201187.063825,485
371754.34245,3201604.302675,421
371942.4822,3201420.0982000004,482
372188.3113,3201833.572825,573
372357.776725,3201643.5549250003,480
372382.574925,3226314.423,496
372512.66195,3226555.772375,496
372612.68125,3202067.38445,793
372750.824575,3201866.3166500004,481
372855.8054,3225964.717825,494
372983.083625,3226139.014425,528
373044.6021,3202281.46625,481
373090.644925,3223432.46515,497
373137.093775,3222909.90945,487
373148.4194,3202067.857675,478
373292.556325,3225584.9490750004,494
373323.30605,3223394.1256750003,496
373354.593775,3222986.90945,498
373393.0805,3223973.2498,498
373404.1974,3225728.1042,529
373508.666175,3202451.0009,751
373586.823525,3223874.86715,493
373604.409175,3202232.6751000006,478
373650.410525,3225129.951975,494
373690.781675,3224542.1001,494
373702.826125,3222546.6582,590
373815.297075,3222714.729675,498
373825.380675,3225220.205075,493
373907.13385,3224495.852125,493
373991.528775,3202593.796025,575
374095.610975,3202379.0461500003,473
374423.169775,3222352.1561,499
374466.418125,3202773.901375,505
374472.140725,3222547.227575,499
374593.204925,3202566.4418,472
374900.6702749999,3203027.0786,462
375028.5658,3222180.65735,502
375050.59905,3202809.8932000003,470
375096.5658,3222393.40735,500
375304.7981,3203294.4444500003,461
375446.697225,3203042.54035,529
375644.556575,3221999.305975,502
375694.556575,3222230.3059750004,502
375738.30845,3203469.6572750006,462
375841.565175,3203221.3572,467
376214.25275,3203547.10515,496
376218.4064,3221750.805325,503
376284.86285,3203340.795125,464
376311.2781,3221955.627725,502
376670.4582,3221411.095775,505
376679.3129500001,3203719.6415,465
376777.70275,3203556.114825,466
376851.7154,3221570.286575,503
377041.68105,3204090.68525,459
377049.7904,3220982.907775,504
377229.140425,3203961.88455,462
377246.796675,3221136.6163,501
377285.428125,3204547.0209,460
377409.9182,3220448.789825,502
377500.130275,3205005.588075,455
377526.70635,3204436.2883,461
377639.288975,3220585.1299500004,501
377718.84325,3205453.766425,450
377729.548925,3219900.944525,501
377750.068025,3204906.8973250003,458
377953.571325,3205877.606525,443
378000.298925,3220010.444525,499
378001.095575,3205338.48025,457
378069.147025,3219318.860675,502
378260.026425,3206254.7119500004,438
378269.485,3205714.0432,454
378341.147025,3219449.110675,499
378467.6268,3218749.8968,503
378581.207725,3206066.3259500004,450
378624.7513,3206592.7972500003,433
378723.6268,3218927.1468,500
378872.7092,3218239.58725,503
378927.3388,3206419.72255,452
378995.90285,3206939.133825,447
379164.9592,3218407.08725,499
379251.536825,3217712.164675,501
379294.76209999993,3206797.371775,449
379301.9135,3207335.69,446
379499.290825,3216375.84315,491
379503.565825,3216728.69315,493
379516.55995,3217260.722325,502
379522.58045,3207778.3172750003,446
379589.86245,3207220.521425,451
379610.536825,3217850.664675,497
379657.375,3216079.1250000005,489
379687.35,3216957.875,494
379695.330275,3216389.347725,488
379702.605275,3216606.9227250004,490
379732.95275,3208231.028875,451
379801.3000000001,3216206.7,490
379803.8077,3207664.327475,449
379833.55,3216749.575,493
379896.93495,3217393.497325,494
379962.2093,3208675.8443,448
379986.3000000001,3215963.625,490
380016.725,3217052.675,491
380018.860625,3208116.190925,454
380064.175,3216796.15,490
380083.1,3216119.0,487
380168.704,3209130.221975,443
380251.90705,3208563.055975,442
380397.0906,3215910.3424,489
380404.28915,3209601.156225,442
380420.730025,3216728.300525,488
380435.432375,3216959.29095,484
380490.375,3216067.55,481
380499.09985,3209003.89645,442
380741.8998,3210036.8919,442
380757.25092500006,3209463.2266,439
380845.176825,3215861.324825,486
380906.65532500006,3216671.080425,486
380919.59405,3216846.03795,477
380943.15,3216024.6500000004,478
381038.34125,3209910.589775,439
381067.13765,3210432.990375,440
381297.579325,3210790.8656,439
381304.0536,3210333.4830750003,438
381369.4617,3215805.973025,480
381392.09655,3216923.826925,481
381403.57435,3216736.30965,482
381451.550475,3215966.8906,476
381511.579475,3211172.6864,451
381514.396425,3210716.3810249995,436
381621.905675,3222289.8685250003,558
381712.666725,3211114.85875,435
381722.41515,3211629.1036,548
381830.39415,3215644.696625,477
381842.188125,3217109.7915000003,473
381873.715175,3216905.00595,481
381891.902125,3212092.27125,433
381913.58655,3211584.955925,435
381927.96915,3215783.896625,473
381951.736725,3222201.0936,526
382076.3627750001,3212038.365375,436
382080.2367,3212520.3871750003,434
382147.82595,3215376.629875,475
382214.16383333335,3222134.9463,324
382245.7618,3217406.903125,464
382262.8623,3212404.7287250003,435
382306.316125,3217231.3512000004,477
382325.123125,3215467.060275,468
382349.3813666666,3222299.4016333334,185
382356.760175,3221901.386975,422
382373.006475,3212837.243325,435
382437.163875,3215040.6410250003,471
382497.0489,3212656.09255,435
382557.13145,3222148.715375,445
382586.937225,3217784.54455,460
382594.366375,3221700.29015,426
382661.620725,3215113.190375,464
382677.75,3217633.75,472
382710.421075,3214667.381375,470
382720.7693666667,3221880.6791,430
382730.6556,3222027.474533333,425
382747.129675,3212975.3473500004,432
382787.225275,3212752.41695,435
382820.7562,3221551.5604,431
382848.259525,3218151.787525,457
382850.8238333333,3221353.6843666662,429
382857.74703333335,3229875.5505333333,405
382919.3878,3221830.9777666666,429
382934.4434,3214746.1472250004,465
382948.3997,3222066.5279000006,416
382958.27725,3214277.175275,465
382968.8392666667,3221663.5625,433
382974.83085,3218037.559525,467
383002.17992500006,3222241.641375,464
383030.83085,3218579.809525,455
383037.0546,3221260.2100333334,433
383051.32543333335,3221052.568833334,433
383054.6947666667,3221936.6117,424
383064.2281,3222449.145433333,497
383065.5237333333,3230216.7216,350
383087.6864,3213045.1220000004,438
383101.89155000006,3213396.9322500005,454
383110.013425,3213849.37415,459
383111.5705,3212788.077825,438
383164.0765,3221595.823033333,423
383168.626275,3214354.1148499995,456
383171.5,3219074.5,452
383196.0,3212440.0,438
383202.2242,3221390.3466,435
383204.08085,3218503.809525,464
383275.6761,3220878.9368,469
383286.310175,3219532.7179,447
383288.9349666666,3222187.258533334,517
383290.18845,3221811.876725,422
383310.4586,3213924.579475,453
383337.838625,3222417.570075,721
383345.0,3218981.75,457
383347.351675,3213472.94655,452
383355.67265,3213126.2583500003,446
383379.005425,3212872.412525,441
383397.7646333333,3222043.795433333,426
383400.0697666667,3221315.432733333,425
383433.560175,3219430.4679,454
383442.1249666666,3221101.3034666665,471
383442.8425,3219990.363275,448
383455.124,3230338.5092333336,309
383456.0,3212606.75,440
383513.8851333333,3221664.1804333334,423
383518.763875,3220605.781575,564
383548.08423333336,3221453.416966667,426
383585.310175,3219869.7179,452
383588.9246333333,3230729.1571333334,19
383604.1678,3222377.7447333336,326
383619.0,3212200.5,435
383649.009925,3231890.136175,12
383654.5538,3221031.3027333333,698
383686.5345,3231451.3184333337,32
