X,Y,Emergence days
367487.34545,3195016.9819750004,389
367564.79995,3195381.1859500003,383
367675.954425,3195044.3771,408
367748.1101,3195313.9107,405
367788.12555,3194687.377225,394
367947.47915,3195658.901375,377
367955.123775,3194805.63505,410
368104.22975,3193253.5474,677
368109.552025,3195558.5791,394
368237.74725,3194380.475325,403
368273.21175,3193095.697075,424
368311.7087,3195967.5066,367
368408.46695,3193548.6947250003,634
368427.123775,3194492.38505,413
368458.566775,3196411.232725,362
368476.70195,3196904.7042,481
368489.668225,3195906.902875,391
368495.7372,3193943.147325,446
368555.771125,3197379.861275,457
368582.339925,3193436.31985,424
368637.309125,3196397.82255,382
368677.4199,3196888.854975,381
368692.378175,3193946.122775,418
368712.19345,3197839.5206250004,366
368752.417225,3197348.649475,377
368882.638575,3197791.34755,375
368907.8531,3198295.0046,354
369094.1101,3198237.4729250004,372
369142.003875,3198727.0654,347
369354.745325,3198640.101075,370
369421.25915,3199131.94485,419
369635.9125,3199028.233475,367
369717.2541,3199537.54715,365
369920.433825,3199449.5464000003,366
370005.20822500007,3199946.9432,366
370216.334925,3199856.0436000004,350
370287.9593,3200355.0688,367
370517.53015,3200243.3262500004,354
370587.26585,3200749.95665,364
370831.390075,3200618.7876750003,369
370935.607575,3201091.7411,361
371183.584125,3200930.8092,362
371329.60775,3201368.11345,448
371549.539175,3201187.063825,360
371754.34245,3201604.302675,318
371942.4822,3201420.0982000004,362
372188.3113,3201833.572825,403
372357.776725,3201643.5549250003,361
372382.574925,3226314.423,420
372512.66195,3226555.772375,442
372612.68125,3202067.38445,456
372750.824575,3201866.3166500004,358
372855.8054,3225964.717825,415
372983.083625,3226139.014425,424
373044.6021,3202281.46625,312
373090.644925,3223432.46515,357
373137.093775,3222909.90945,345
373148.4194,3202067.857675,358
373292.556325,3225584.9490750004,412
373323.30605,3223394.1256750003,384
373354.593775,3222986.90945,374
373393.0805,3223973.2498,363
373404.1974,3225728.1042,417
373508.666175,3202451.0009,413
373586.823525,3223874.86715,386
373604.409175,3202232.6751000006,357
373650.410525,3225129.951975,412
373690.781675,3224542.1001,387
373702.826125,3222546.6582,498
